Bigram	Bigram Count	Uni Count	Bigram Prob
redmond ,	1	1	1.0
it planned	6	509	0.011787819253438114
planned to	9	15	0.6
to lay	1	1551	0.0006447453255963894
off 120	1	42	0.023809523809523808
120 of	3	13	0.23076923076923078
the 645	1	3676	0.0002720348204570185
645 people	3	3	1.0
near seattle	1	85	0.011764705882352941
seattle that	1	4	0.25
makes 3.5-inch	1	28	0.03571428571428571
3.5-inch computer	1	1	1.0
computer diskettes	1	37	0.02702702702702703
diskettes .	1	1	1.0
<s> jackson	1	2220	0.00045045045045045046
jackson acted	1	2	0.5
acted at	1	2	0.5
same time	2	28	0.07142857142857142
time that	1	36	0.027777777777777776
the agency	4	3676	0.001088139281828074
agency 's	1	10	0.1
's inspector	1	617	0.0016207455429497568
inspector general	1	4	0.25
general ,	1	43	0.023255813953488372
an independent	2	234	0.008547008547008548
independent investigator	1	3	0.3333333333333333
investigator established	1	1	1.0
established by	1	3	0.3333333333333333
by federal	1	290	0.0034482758620689655
federal law	2	25	0.08
law ,	1	10	0.1
, concluded	1	3842	0.0002602811035918792
concluded that	1	2	0.5
the millstone	1	3676	0.0002720348204570185
millstone 1	1	3	0.3333333333333333
1 power	1	36	0.027777777777777776
had been	16	113	0.1415929203539823
been unloading	1	91	0.01098901098901099
unloading nuclear	1	3	0.3333333333333333
nuclear fuel	1	118	0.00847457627118644
fuel from	1	19	0.05263157894736842
its reactor	1	369	0.0027100271002710027
reactor all	1	11	0.09090909090909091
all at	1	68	0.014705882352941176
at once	1	604	0.0016556291390728477
once ,	1	17	0.058823529411764705
, though	5	3842	0.0013014055179593961
though its	1	13	0.07692307692307693
its license	1	369	0.0027100271002710027
license called	1	6	0.16666666666666666
for partial	1	521	0.0019193857965451055
partial unloading	2	4	0.5
unloading .	1	3	0.3333333333333333
another new	1	44	0.022727272727272728
england power	1	7	0.14285714285714285
, maine	3	3842	0.0007808433107756377
maine yankee	4	7	0.5714285714285714
yankee in	1	4	0.25
in wiscasset	1	1651	0.0006056935190793458
wiscasset ,	1	1	1.0
maine ,	2	7	0.2857142857142857
an anonymous	1	234	0.004273504273504274
anonymous whistleblower	1	1	1.0
whistleblower has	1	2	0.5
has charged	1	247	0.004048582995951417
charged that	1	1	1.0
the nrc	3	3676	0.0008161044613710555
nrc failed	1	7	0.14285714285714285
to enforce	1	1551	0.0006447453255963894
enforce safety	1	1	1.0
safety regulations	1	40	0.025
regulations .	2	3	0.6666666666666666
the concern	1	3676	0.0002720348204570185
concern arises	1	14	0.07142857142857142
arises when	1	1	1.0
a nuclear	14	1783	0.007851934941110488
is refueled	1	447	0.0022371364653243847
refueled .	1	1	1.0
but until	1	124	0.008064516129032258
until then	1	39	0.02564102564102564
then ,	5	36	0.1388888888888889
, since	8	3842	0.002082248828735034
plant began	2	2317	0.0008631851532153647
began operating	1	20	0.05
operating in	2	22	0.09090909090909091
the 1970s	2	3676	0.000544069640914037
1970s ,	1	2	0.5
its operating	3	369	0.008130081300813009
operating license	1	22	0.045454545454545456
license had	1	6	0.16666666666666666
had demanded	1	113	0.008849557522123894
demanded a	1	1	1.0
a partial	2	1783	0.0011217049915872126
unloading --	1	3	0.3333333333333333
-- no	2	277	0.007220216606498195
no more	2	51	0.0392156862745098
than a	7	85	0.08235294117647059
third of	1	19	0.05263157894736842
the core	3	3676	0.0008161044613710555
core at	1	4	0.25
at one	7	604	0.011589403973509934
one time	1	107	0.009345794392523364
time .	2	36	0.05555555555555555
nrc has	1	7	0.14285714285714285
has beefed	1	247	0.004048582995951417
beefed up	1	1	1.0
up its	1	98	0.01020408163265306
its inspection	2	369	0.005420054200542005
inspection staff	1	7	0.14285714285714285
staff at	1	3	0.3333333333333333
at millstone	1	604	0.0016556291390728477
millstone and	1	3	0.3333333333333333
and told	5	1342	0.0037257824143070045
told the	6	27	0.2222222222222222
that before	2	612	0.0032679738562091504
it its	1	509	0.0019646365422396855
its can	1	369	0.0027100271002710027
can return	1	62	0.016129032258064516
return to	5	8	0.625
to service	1	1551	0.0006447453255963894
service ,	1	17	0.058823529411764705
, expected	1	3842	0.0002602811035918792
expected next	1	31	0.03225806451612903
must provide	1	8	0.125
provide updated	1	12	0.08333333333333333
updated safety	1	4	0.25
safety information	1	40	0.025
information .	1	13	0.07692307692307693
the announcement	6	3676	0.001632208922742111
announcement produced	1	13	0.07692307692307693
produced a	2	23	0.08695652173913043
a roar	1	1783	0.0005608524957936063
roar of	1	1	1.0
of applause	1	1569	0.0006373486297004461
applause and	1	1	1.0
and shouts	1	1342	0.0007451564828614009
shouts from	1	1	1.0
the crowd	2	3676	0.000544069640914037
crowd of	1	2	0.5
who had	4	110	0.03636363636363636
had filed	1	113	0.008849557522123894
filed into	1	12	0.08333333333333333
the former	22	3676	0.005984766050054407
former honeywell-bull	1	39	0.02564102564102564
honeywell-bull plant	1	1	1.0
here for	2	47	0.0425531914893617
a meeting	2	1783	0.0011217049915872126
meeting on	1	10	0.1
their fate	1	88	0.011363636363636364
fate .	1	1	1.0
the investigation	2	3676	0.000544069640914037
investigation helped	1	8	0.125
helped convict	1	9	0.1111111111111111
convict 13	1	1	1.0
13 company	1	16	0.0625
officials on	1	60	0.016666666666666666
on charges	1	337	0.002967359050445104
charges involving	1	16	0.0625
involving the	1	5	0.2
the use	2	3676	0.000544069640914037
use of	2	34	0.058823529411764705
of slave	1	1569	0.0006373486297004461
slave labor	1	1	1.0
labor at	1	17	0.058823529411764705
in auschwitz	1	1651	0.0006056935190793458
auschwitz and	1	1	1.0
and drug	1	1342	0.0007451564828614009
drug experiments	1	12	0.08333333333333333
experiments on	1	4	0.25
on inmates	1	337	0.002967359050445104
inmates .	1	1	1.0
<s> seattle	1	2220	0.00045045045045045046
-- nearly	3	277	0.010830324909747292
nearly one-fifth	2	12	0.16666666666666666
one-fifth of	2	4	0.5
the employees	2	3676	0.000544069640914037
employees at	8	29	0.27586206896551724
at microsoft	2	604	0.0033112582781456954
's suburban	2	617	0.0032414910858995136
suburban manufacturing	2	6	0.3333333333333333
plant were	5	2317	0.0021579628830384117
off thursday	2	42	0.047619047619047616
thursday because	2	13	0.15384615384615385
of decreasing	2	1569	0.0012746972594008922
decreasing demand	2	2	1.0
demand for	9	25	0.36
for personal	4	521	0.007677543186180422
personal computer	8	13	0.6153846153846154
computer software	2	37	0.05405405405405406
software stored	2	12	0.16666666666666666
stored on	2	5	0.4
on floppy	4	337	0.011869436201780416
floppy disks	5	5	1.0
disks .	3	6	0.5
<s> pink	2	2220	0.0009009009009009009
pink slips	2	2	1.0
slips ,	2	2	1.0
, effective	2	3842	0.0005205622071837585
effective yesterday	2	2	1.0
yesterday ,	5	16	0.3125
were sent	2	98	0.02040816326530612
sent to	4	19	0.21052631578947367
to 120	4	1551	0.0025789813023855577
of 645	2	1569	0.0012746972594008922
people working	4	63	0.06349206349206349
working at	10	25	0.4
in bothel	2	1651	0.0012113870381586917
bothel ,	2	2	1.0
, wash	2	3842	0.0005205622071837585
wash .	2	2	1.0
the bothell	2	3676	0.000544069640914037
bothell plant	2	2	1.0
plant duplicates	2	2317	0.0008631851532153647
duplicates a	2	2	1.0
a variety	6	1783	0.0033651149747616375
of microsoft	2	1569	0.0012746972594008922
microsoft software	2	6	0.3333333333333333
software on	2	12	0.16666666666666666
disks ,	2	6	0.3333333333333333
but produces	2	124	0.016129032258064516
produces no	2	20	0.1
no cd-rom	2	51	0.0392156862745098
cd-rom titles	2	2	1.0
titles .	2	2	1.0
<s> manila	8	2220	0.0036036036036036037
manila ,	12	15	0.8
jan. 12	2	24	0.08333333333333333
12 -lrb-	2	17	0.11764705882352941
-- general	2	277	0.007220216606498195
corp. said	11	115	0.09565217391304348
it may	2	509	0.003929273084479371
may announce	1	51	0.0196078431372549
announce within	1	12	0.08333333333333333
within three	3	21	0.14285714285714285
three months	2	52	0.038461538461538464
months the	1	41	0.024390243902439025
site of	8	42	0.19047619047619047
billion auto	1	153	0.006535947712418301
auto plant	13	29	0.4482758620689655
in southeast	1	1651	0.0006056935190793458
southeast asia	1	8	0.125
asia .	1	2	0.5
the philippines	7	3676	0.0019042437431991295
philippines and	1	8	0.125
and thailand	1	1342	0.0007451564828614009
thailand are	1	5	0.2
are the	8	166	0.04819277108433735
the main	17	3676	0.004624591947769314
main contenders	1	28	0.03571428571428571
contenders for	1	1	1.0
, bausch	5	3842	0.0013014055179593961
will fire	7	389	0.017994858611825194
fire 600	7	23	0.30434782608695654
600 workers	7	21	0.3333333333333333
quarter as	7	19	0.3684210526315789
it prepares	8	509	0.015717092337917484
prepares to	8	8	1.0
to shutter	8	1551	0.0051579626047711154
shutter its	7	9	0.7777777777777778
its lens	7	369	0.018970189701897018
lens finishing	7	7	1.0
finishing plant	8	8	1.0
maryland .	5	8	0.625
<s> ford	2	2220	0.0009009009009009009
's lorain	2	617	0.0032414910858995136
lorain plant	2	2	1.0
which makes	2	181	0.011049723756906077
makes ford	2	28	0.07142857142857142
ford thunderbirds	2	18	0.1111111111111111
thunderbirds and	1	2	0.5
and mercury	2	1342	0.0014903129657228018
mercury cougars	2	4	0.5
cougars and	2	2	1.0
and ford	1	1342	0.0007451564828614009
ford econoline	1	18	0.05555555555555555
econoline vans	2	2	1.0
vans ,	1	2	0.5
, was	12	3842	0.0031233732431025507
was closed	3	265	0.011320754716981131
for two	3	521	0.005758157389635317
two weeks	6	70	0.08571428571428572
weeks because	1	8	0.125
the lack	1	3676	0.0002720348204570185
lack of	2	2	1.0
of orders	1	1569	0.0006373486297004461
orders .	1	11	0.09090909090909091
<s> hyundai	4	2220	0.0018018018018018018
hyundai semiconductor	1	12	0.08333333333333333
semiconductor america	1	55	0.01818181818181818
america won	1	15	0.06666666666666667
a permit	1	1783	0.0005608524957936063
permit this	1	5	0.2
month to	1	48	0.020833333333333332
near eugene	1	85	0.011764705882352941
eugene ,	1	1	1.0
, one	12	3842	0.0031233732431025507
one sign	1	107	0.009345794392523364
sign that	2	4	0.5
state 's	4	87	0.04597701149425287
's construction	3	617	0.004862236628849271
construction boom	1	77	0.012987012987012988
boom will	1	3	0.3333333333333333
will continue	6	389	0.015424164524421594
continue .	1	11	0.09090909090909091
carolina ,	10	31	0.3225806451612903
, wellman	1	3842	0.0002602811035918792
wellman inc.	1	2	0.5
a maker	1	1783	0.0005608524957936063
maker of	6	41	0.14634146341463414
polyester ,	1	8	0.125
will shut	6	389	0.015424164524421594
down its	3	52	0.057692307692307696
fiber production	1	5	0.2
production line	1	86	0.011627906976744186
in darlington	1	1651	0.0006056935190793458
darlington ,	2	2	1.0
, affecting	1	3842	0.0002602811035918792
affecting about	1	1	1.0
about 75	1	158	0.006329113924050633
75 workers	1	2	0.5
<s> campbell	3	2220	0.0013513513513513514
campbell taggart	2	5	0.4
taggart inc.	2	2	1.0
the nation	9	3676	0.0024483133841131663
nation 's	9	11	0.8181818181818182
's third-largest	4	617	0.006482982171799027
third-largest packaged	2	4	0.5
packaged bakery	2	4	0.5
bakery goods	2	7	0.2857142857142857
goods producer	2	5	0.4
producer and	2	9	0.2222222222222222
of anheuser-busch	2	1569	0.0012746972594008922
anheuser-busch cos.	2	6	0.3333333333333333
cos. ,	2	2	1.0
said last	9	668	0.01347305389221557
month it	3	48	0.0625
would close	8	169	0.047337278106508875
close three	2	46	0.043478260869565216
three u.s.	3	52	0.057692307692307696
u.s. bakeries	2	86	0.023255813953488372
bakeries ,	2	6	0.3333333333333333
, including	28	3842	0.007287870900572618
including its	2	33	0.06060606060606061
in charlotte	3	1651	0.0018170805572380376
charlotte .	2	4	0.5
<s> lance	1	2220	0.00045045045045045046
lance inc.	1	2	0.5
the charlotte-based	1	3676	0.0002720348204570185
charlotte-based maker	1	1	1.0
of snack	1	1569	0.0006373486297004461
snack foods	1	3	0.3333333333333333
foods ,	6	11	0.5454545454545454
is shuttering	1	447	0.0022371364653243847
shuttering its	1	1	1.0
its darlington	1	369	0.0027100271002710027
and sending	1	1342	0.0007451564828614009
sending 213	1	2	0.5
213 workers	1	1	1.0
workers to	4	122	0.03278688524590164
the unemployment	1	3676	0.0002720348204570185
unemployment line	1	2	0.5
line .	7	30	0.23333333333333334
<s> for	9	2220	0.004054054054054054
, davis	1	3842	0.0002602811035918792
davis said	1	1	1.0
said he	23	668	0.0344311377245509
he was	24	252	0.09523809523809523
was in	7	265	0.026415094339622643
in caracas	1	1651	0.0006056935190793458
caracas ,	2	5	0.4
, venezuela	3	3842	0.0007808433107756377
venezuela ,	1	7	0.14285714285714285
, trying	2	3842	0.0005205622071837585
get the	4	23	0.17391304347826086
there to	1	65	0.015384615384615385
to reduce	8	1551	0.0051579626047711154
reduce its	1	13	0.07692307692307693
its number	1	369	0.0027100271002710027
of employees	1	1569	0.0006373486297004461
employees .	5	29	0.1724137931034483
<s> mansfield-based	1	2220	0.00045045045045045046
mansfield-based augat	1	1	1.0
augat inc.	1	1	1.0
would shutter	1	169	0.005917159763313609
shutter a	1	9	0.1111111111111111
a socket	1	1783	0.0005608524957936063
socket plant	1	1	1.0
in mashpee	1	1651	0.0006056935190793458
mashpee on	1	1	1.0
on cape	3	337	0.008902077151335312
cape cod	7	7	1.0
cod ,	3	7	0.42857142857142855
, amid	1	3842	0.0002602811035918792
a slump	1	1783	0.0005608524957936063
slump in	1	1	1.0
in automotive	1	1651	0.0006056935190793458
automotive sales	1	9	0.1111111111111111
sales ,	5	50	0.1
, putting	1	3842	0.0002602811035918792
putting 200	1	3	0.3333333333333333
200 to	1	20	0.05
to 250	1	1551	0.0006447453255963894
250 people	1	10	0.1
people out	1	63	0.015873015873015872
of work	2	1569	0.0012746972594008922
work .	5	40	0.125
inc. will	2	97	0.020618556701030927
oakland .	3	11	0.2727272727272727
two of	4	70	0.05714285714285714
companies spurring	2	57	0.03508771929824561
spurring virginia	2	2	1.0
virginia 's	2	12	0.16666666666666666
's job	2	617	0.0032414910858995136
job growth	3	55	0.05454545454545454
be international	2	249	0.008032128514056224
international business	2	31	0.06451612903225806
business machines	2	72	0.027777777777777776
machines corp.	2	6	0.3333333333333333
and toshiba	2	1342	0.0014903129657228018
toshiba corp.	2	2	1.0
which plan	2	181	0.011049723756906077
to add	9	1551	0.005802707930367505
add 1,200	2	17	0.11764705882352941
1,200 jobs	2	4	0.5
jobs when	3	92	0.03260869565217391
when they	6	128	0.046875
they open	2	135	0.014814814814814815
in manassas	2	1651	0.0012113870381586917
manassas .	2	2	1.0
, toyota	2	3842	0.0005205622071837585
toyota motor	2	25	0.08
co. picked	1	63	0.015873015873015872
picked indiana	1	6	0.16666666666666666
indiana for	1	11	0.09090909090909091
new pickup	1	292	0.003424657534246575
truck plant	1	22	0.045454545454545456
near evansville	1	85	0.011764705882352941
evansville .	1	1	1.0
will create	3	389	0.007712082262210797
create at	1	11	0.09090909090909091
at least	6	604	0.009933774834437087
least 1,300	1	18	0.05555555555555555
1,300 jobs	1	7	0.14285714285714285
a ripple	1	1783	0.0005608524957936063
ripple effect	1	1	1.0
effect producing	1	7	0.14285714285714285
producing as	1	31	0.03225806451612903
as many	5	235	0.02127659574468085
many as	4	46	0.08695652173913043
as 5,000	1	235	0.00425531914893617
5,000 jobs	1	3	0.3333333333333333
jobs as	1	92	0.010869565217391304
as automotive	1	235	0.00425531914893617
automotive suppliers	1	9	0.1111111111111111
suppliers expand	1	1	1.0
expand to	2	20	0.1
to serve	6	1551	0.0038684719535783366
serve the	5	15	0.3333333333333333
the other	9	3676	0.0024483133841131663
other hand	1	79	0.012658227848101266
hand ,	3	4	0.75
an automotive	2	234	0.008547008547008548
automotive parts	1	9	0.1111111111111111
parts plant	2	18	0.1111111111111111
in mitchell	1	1651	0.0006056935190793458
mitchell closed	1	3	0.3333333333333333
, erasing	1	3842	0.0002602811035918792
erasing 400	1	1	1.0
400 jobs	6	26	0.23076923076923078
said challenger	1	668	0.0014970059880239522
challenger .	1	1	1.0
<s> &	2	2220	0.0009009009009009009
inc. to	3	97	0.030927835051546393
shut a	2	52	0.038461538461538464
jobs ...news	2	92	0.021739130434782608
...news </s>	2	2	1.0
<s> miller	1	2220	0.00045045045045045046
miller brewed	1	2	0.5
brewed and	1	1	1.0
and packaged	1	1342	0.0007451564828614009
packaged the	1	4	0.25
first production	1	81	0.012345679012345678
production run	1	86	0.011627906976744186
run of	1	24	0.041666666666666664
the beer	1	3676	0.0002720348204570185
beer at	1	5	0.2
its fort	1	369	0.0027100271002710027
worth plant	3	17	0.17647058823529413
in albany	1	1651	0.0006056935190793458
albany ,	5	6	0.8333333333333334
, ga.	1	3842	0.0002602811035918792
ga. ,	1	1	1.0
said miller	1	668	0.0014970059880239522
miller spokeswoman	1	2	0.5
spokeswoman susan	1	5	0.2
susan henderson	1	1	1.0
henderson .	1	1	1.0
`` they	7	306	0.02287581699346405
they 're	4	135	0.02962962962962963
're from	1	20	0.05
, minn.	1	3842	0.0002602811035918792
minn. ,	1	1	1.0
'' he	14	290	0.04827586206896552
he quipped	1	252	0.003968253968253968
quipped .	1	1	1.0
plant makes	5	2317	0.0021579628830384117
makes 600	1	28	0.03571428571428571
of beer	2	1569	0.0012746972594008922
beer a	2	5	0.4
<s> merrick	2	2220	0.0009009009009009009
merrick &	1	2	0.5
& co.	3	48	0.0625
an aurora	1	234	0.004273504273504274
aurora ,	1	1	1.0
, colorado-based	1	3842	0.0002602811035918792
colorado-based engineering	1	1	1.0
engineering firm	1	23	0.043478260869565216
firm ,	1	10	0.1
will install	2	389	0.005141388174807198
install equipment	6	8	0.75
equipment at	3	88	0.03409090909090909
at coors	1	604	0.0016556291390728477
coors '	2	2	1.0
' plant	2	37	0.05405405405405406
to convert	7	1551	0.004513217279174726
convert the	1	9	0.1111111111111111
the waste	3	3676	0.0008161044613710555
waste beer	1	31	0.03225806451612903
beer to	1	5	0.2
to ethanol	1	1551	0.0006447453255963894
ethanol .	1	2	0.5
merrick will	1	2	0.5
start installing	1	25	0.04
installing the	1	5	0.2
the ethanol	1	3676	0.0002720348204570185
ethanol distillation	1	2	0.5
distillation equipment	1	1	1.0
the coors	1	3676	0.0002720348204570185
in may	1	1651	0.0006056935190793458
may ,	5	51	0.09803921568627451
with completion	1	301	0.0033222591362126247
completion expected	1	11	0.09090909090909091
expected sometime	1	31	0.03225806451612903
sometime in	1	1	1.0
the summer	11	3676	0.0029923830250272033
summer ,	2	11	0.18181818181818182
, goldman	1	3842	0.0002602811035918792
goldman said	1	1	1.0
<s> new	3	2220	0.0013513513513513514
-- following	1	277	0.0036101083032490976
following is	1	10	0.1
a snapshot	1	1783	0.0005608524957936063
snapshot of	1	1	1.0
of today	1	1569	0.0006373486297004461
today 's	2	32	0.0625
's major	1	617	0.0016207455429497568
major business	1	26	0.038461538461538464
business stories	1	72	0.013888888888888888
stories in	1	2	0.5
in latin	1	1651	0.0006056935190793458
america :	1	15	0.06666666666666667
: bp	1	68	0.014705882352941176
bp permitted	1	9	0.1111111111111111
permitted to	1	1	1.0
build plant	1	151	0.006622516556291391
in colombia	1	1651	0.0006056935190793458
colombia bogota	1	6	0.16666666666666666
bogota -lrb-	1	4	0.25
-- british	1	277	0.0036101083032490976
petroleum ltd.	1	11	0.09090909090909091
ltd. said	2	16	0.125
it received	2	509	0.003929273084479371
received environmental	1	14	0.07142857142857142
environmental approval	1	23	0.043478260869565216
approval to	1	6	0.16666666666666666
an oil	1	234	0.004273504273504274
oil processing	1	21	0.047619047619047616
the cupiagua	1	3676	0.0002720348204570185
cupiagua oil	1	1	1.0
oil field	1	21	0.047619047619047616
field in	1	13	0.07692307692307693
in eastern	4	1651	0.0024227740763173833
eastern colombia	1	9	0.1111111111111111
colombia .	1	6	0.16666666666666666
built near	3	45	0.06666666666666667
the city	23	3676	0.006256800870511426
city of	10	52	0.19230769230769232
of aguazul	1	1569	0.0006373486297004461
aguazul in	1	1	1.0
department of	3	24	0.125
of casanare	1	1569	0.0006373486297004461
casanare and	1	1	1.0
and have	4	1342	0.0029806259314456036
a processing	3	1783	0.0016825574873808188
processing capacity	1	18	0.05555555555555555
of 200,000	1	1569	0.0006373486297004461
200,000 barrels	2	6	0.3333333333333333
barrels of	2	2	1.0
of oil	1	1569	0.0006373486297004461
oil a	1	21	0.047619047619047616
a day	12	1783	0.006730229949523275
day ,	7	35	0.2
<s> early	1	2220	0.00045045045045045046
early in	1	13	0.07692307692307693
in his	7	1651	0.004239854633555421
his career	2	117	0.017094017094017096
career ,	1	2	0.5
he held	1	252	0.003968253968253968
held various	1	7	0.14285714285714285
various positions	1	3	0.3333333333333333
positions in	1	1	1.0
in accounting	1	1651	0.0006056935190793458
accounting ,	1	3	0.3333333333333333
finance ,	1	23	0.043478260869565216
, engineering	1	3842	0.0002602811035918792
engineering ,	2	23	0.08695652173913043
plant supervision	1	2317	0.00043159257660768235
supervision ,	1	1	1.0
, labor	1	3842	0.0002602811035918792
labor relations	1	17	0.058823529411764705
relations and	1	2	0.5
and personnel	1	1342	0.0007451564828614009
personnel .	1	4	0.25
a spokesman	4	1783	0.002243409983174425
spokesman for	5	24	0.20833333333333334
the move	5	3676	0.0013601741022850925
move was	1	19	0.05263157894736842
was administrative	1	265	0.0037735849056603774
administrative ,	1	2	0.5
and entailed	1	1342	0.0007451564828614009
entailed no	1	1	1.0
no financial	1	51	0.0196078431372549
financial impact	1	14	0.07142857142857142
impact --	1	5	0.2
no charges	1	51	0.0196078431372549
closings or	1	24	0.041666666666666664
or layoffs	1	134	0.007462686567164179
a campaign	2	1783	0.0011217049915872126
campaign stop	2	6	0.3333333333333333
stop at	2	10	0.2
an amoco	2	234	0.008547008547008548
amoco chemical	2	4	0.5
plant outside	5	2317	0.0021579628830384117
outside of	8	27	0.2962962962962963
of charleston	2	1569	0.0012746972594008922
charleston ,	4	4	1.0
, thursday	1	3842	0.0002602811035918792
thursday ,	2	13	0.15384615384615385
the senate	8	3676	0.002176278563656148
senate majority	3	11	0.2727272727272727
majority leader	3	5	0.6
leader told	1	7	0.14285714285714285
the blue-collar	1	3676	0.0002720348204570185
blue-collar workers	2	2	1.0
workers that	1	122	0.00819672131147541
that he	16	612	0.026143790849673203
he comes	1	252	0.003968253968253968
comes from	2	5	0.4
a family	1	1783	0.0005608524957936063
family a	1	7	0.14285714285714285
a lot	6	1783	0.0033651149747616375
lot like	1	7	0.14285714285714285
like theirs	1	38	0.02631578947368421
theirs .	1	1	1.0
<s> --	12	2220	0.005405405405405406
-- the	27	277	0.09747292418772563
has 17	2	247	0.008097165991902834
17 generators	2	13	0.15384615384615385
generators that	2	5	0.4
that rise	2	612	0.0032679738562091504
rise 30	2	7	0.2857142857142857
30 feet	2	40	0.05
feet above	2	15	0.13333333333333333
above the	2	4	0.5
the ground	3	3676	0.0008161044613710555
ground and	2	8	0.25
and descend	2	1342	0.0014903129657228018
descend 40	2	3	0.6666666666666666
40 feet	2	14	0.14285714285714285
feet .	4	15	0.26666666666666666
as pounding	1	235	0.00425531914893617
pounding rains	1	1	1.0
rains added	1	1	1.0
added to	1	10	0.1
to their	6	1551	0.0038684719535783366
their burdens	1	88	0.011363636363636364
burdens ,	1	1	1.0
the roofs	1	3676	0.0002720348204570185
roofs of	1	1	1.0
a shop	1	1783	0.0005608524957936063
shop in	1	10	0.1
in blue	1	1651	0.0006056935190793458
blue point	1	3	0.3333333333333333
point ,	2	14	0.14285714285714285
a printing	1	1783	0.0005608524957936063
printing plant	6	12	0.5
in voorhees	1	1651	0.0006056935190793458
voorhees ,	1	1	1.0
, fell	6	3842	0.0015616866215512754
fell in	2	33	0.06060606060606061
in ,	1	1651	0.0006056935190793458
, injuring	1	3842	0.0002602811035918792
injuring one	1	1	1.0
one person	1	107	0.009345794392523364
person in	1	3	0.3333333333333333
each case	1	35	0.02857142857142857
case .	2	13	0.15384615384615385
<s> austin	3	2220	0.0013513513513513514
austin said	1	15	0.06666666666666667
a buyer	4	1783	0.002243409983174425
buyer should	1	4	0.25
should feel	1	33	0.030303030303030304
feel free	1	3	0.3333333333333333
free to	1	16	0.0625
to ask	1	1551	0.0006447453255963894
ask the	1	8	0.125
the inspector	3	3676	0.0008161044613710555
inspector to	1	4	0.25
to explain	1	1551	0.0006447453255963894
explain the	1	1	1.0
the various	1	3676	0.0002720348204570185
various systems	1	3	0.3333333333333333
systems in	2	15	0.13333333333333333
the house	4	3676	0.001088139281828074
house --	1	15	0.06666666666666667
-- such	1	277	0.0036101083032490976
such as	19	34	0.5588235294117647
the heating	1	3676	0.0002720348204570185
heating plant	3	5	0.6
and central	3	1342	0.0022354694485842027
central air-conditioning	1	15	0.06666666666666667
air-conditioning --	1	2	0.5
inspector should	2	4	0.5
be able	8	249	0.0321285140562249
able to	12	12	1.0
to provide	3	1551	0.0019342359767891683
provide clear	1	12	0.08333333333333333
clear and	1	5	0.2
and precise	1	1342	0.0007451564828614009
precise answers	1	2	0.5
answers .	1	5	0.2
the secrecy	2	3676	0.000544069640914037
secrecy around	2	3	0.6666666666666666
around dimona	2	14	0.14285714285714285
dimona is	2	2	1.0
is still	10	447	0.02237136465324385
still dead	2	37	0.05405405405405406
dead serious	2	2	1.0
serious :	2	6	0.3333333333333333
: mordechai	2	68	0.029411764705882353
mordechai vanunu	2	2	1.0
vanunu ,	2	2	1.0
a technician	2	1783	0.0011217049915872126
technician at	3	5	0.6
plant who	2	2317	0.0008631851532153647
who supplied	2	110	0.01818181818181818
supplied photographs	2	4	0.5
photographs and	2	3	0.6666666666666666
other information	2	79	0.02531645569620253
information about	5	13	0.38461538461538464
about it	7	158	0.04430379746835443
a london	2	1783	0.0011217049915872126
london sunday	2	11	0.18181818181818182
sunday times	2	4	0.5
times article	2	34	0.058823529411764705
article in	2	3	0.6666666666666666
in 1986	3	1651	0.0018170805572380376
1986 ,	2	4	0.5
still in	3	37	0.08108108108108109
in isolation	2	1651	0.0012113870381586917
isolation in	2	2	1.0
in prison	2	1651	0.0012113870381586917
prison .	2	2	1.0
she told	2	34	0.058823529411764705
a story	2	1783	0.0011217049915872126
story about	2	14	0.14285714285714285
summer during	2	11	0.18181818181818182
during law	2	38	0.05263157894736842
law school	2	10	0.2
school when	2	8	0.25
when she	2	128	0.015625
she went	2	34	0.058823529411764705
to alaska	2	1551	0.0012894906511927789
alaska and	2	2	1.0
and got	2	1342	0.0014903129657228018
job in	7	55	0.12727272727272726
a fish-processing	2	1783	0.0011217049915872126
fish-processing plant	2	2	1.0
the drug	2	3676	0.000544069640914037
drug emporium	1	12	0.08333333333333333
emporium in	1	1	1.0
in bladensburg	1	1651	0.0006056935190793458
bladensburg ,	1	1	1.0
, md.	1	3842	0.0002602811035918792
md. ,	1	1	1.0
closed saturday	1	33	0.030303030303030304
saturday morning	1	4	0.25
morning because	1	14	0.07142857142857142
because only	1	92	0.010869565217391304
only one	2	47	0.0425531914893617
one employee	2	107	0.018691588785046728
employee made	1	7	0.14285714285714285
made it	1	51	0.0196078431372549
work and	2	40	0.05
she did	1	34	0.029411764705882353
not have	2	109	0.01834862385321101
have permission	1	178	0.0056179775280898875
permission to	1	1	1.0
to open	5	1551	0.003223726627981947
open the	2	21	0.09523809523809523
the store	2	3676	0.000544069640914037
store alone	1	12	0.08333333333333333
alone --	1	5	0.2
-- lynda	1	277	0.0036101083032490976
lynda smet	1	1	1.0
smet here	1	1	1.0
here knew	1	47	0.02127659574468085
knew because	1	1	1.0
because charles	1	92	0.010869565217391304
charles wood	1	6	0.16666666666666666
wood ,	1	5	0.2
the driver	1	3676	0.0002720348204570185
driver who	1	1	1.0
who arrived	1	110	0.00909090909090909
arrived there	1	4	0.25
there from	2	65	0.03076923076923077
a kimberly-clark	2	1783	0.0011217049915872126
kimberly-clark plant	1	3	0.3333333333333333
new milford	2	292	0.00684931506849315
milford ,	2	2	1.0
, needed	1	3842	0.0002602811035918792
needed instructions	1	7	0.14285714285714285
