Bigram	Bigram Count	Uni Count	Bigram Prob
humming ,	1	1	1.0
, high-tech	1	3842	0.0002602811035918792
high-tech bmw	1	9	0.1111111111111111
has created	1	247	0.004048582995951417
created 2,000	1	4	0.25
2,000 new	1	12	0.08333333333333333
jobs in	2	92	0.021739130434782608
than three	1	85	0.011764705882352941
<s> taystee	2	2220	0.0009009009009009009
taystee 's	2	2	1.0
's huge	2	617	0.0032414910858995136
huge logo	2	7	0.2857142857142857
logo beckoned	2	3	0.6666666666666666
beckoned to	2	2	1.0
a web	2	1783	0.0011217049915872126
web of	2	2	1.0
of highways	2	1569	0.0012746972594008922
highways before	2	2	1.0
before stroehmann	2	47	0.0425531914893617
stroehmann bakeries	2	2	1.0
bakeries closed	2	6	0.3333333333333333
1992 and	3	27	0.1111111111111111
and converted	2	1342	0.0014903129657228018
converted it	2	4	0.5
a home	2	1783	0.0011217049915872126
home depot	2	15	0.13333333333333333
depot .	2	2	1.0
interstate bakeries	2	4	0.5
bakeries corp.	2	6	0.3333333333333333
was threatening	6	265	0.022641509433962263
threatening to	6	7	0.8571428571428571
its 180,000-square-foot	6	369	0.016260162601626018
180,000-square-foot plant	2	6	0.3333333333333333
in jamaica	2	1651	0.0012113870381586917
jamaica ,	4	8	0.5
, queens	2	3842	0.0005205622071837585
queens .	2	6	0.3333333333333333
it held	2	509	0.003929273084479371
a ground-breaking	2	1783	0.0011217049915872126
ground-breaking ceremony	2	2	1.0
ceremony on	2	2	1.0
the 400-member	6	3676	0.001632208922742111
400-member work	6	6	1.0
force by	6	10	0.6
by 100	6	290	0.020689655172413793
100 when	6	34	0.17647058823529413
new line	6	292	0.02054794520547945
of wonder	6	1569	0.0038240917782026767
wonder bread	6	6	1.0
bread hamburger	6	7	0.8571428571428571
hamburger and	6	6	1.0
and hot	6	1342	0.004470938897168405
hot dog	6	14	0.42857142857142855
dog buns	6	6	1.0
buns and	6	6	1.0
`` heat	6	306	0.0196078431372549
heat and	6	6	1.0
and serve	6	1342	0.004470938897168405
serve ''	6	15	0.4
'' rolls	6	290	0.020689655172413793
rolls begins	6	6	1.0
october .	6	19	0.3157894736842105
announcement came	2	13	0.15384615384615385
came after	2	28	0.07142857142857142
after months	2	92	0.021739130434782608
of arduous	2	1569	0.0012746972594008922
arduous discussions	2	2	1.0
discussions with	2	2	1.0
with city	2	301	0.006644518272425249
city officials	2	52	0.038461538461538464
from closing	2	304	0.006578947368421052
the 100-year-old	2	3676	0.000544069640914037
100-year-old jamaica	2	2	1.0
jamaica plant	2	8	0.25
<s> talks	2	2220	0.0009009009009009009
talks were	2	24	0.08333333333333333
were begun	2	98	0.02040816326530612
begun by	2	7	0.2857142857142857
by greater	2	290	0.006896551724137931
greater jamaica	2	3	0.6666666666666666
jamaica development	2	8	0.25
development corp.	2	23	0.08695652173913043
a nonprofit	2	1783	0.0011217049915872126
nonprofit agency	2	2	1.0
agency whose	2	10	0.2
whose officials	2	21	0.09523809523809523
officials grew	2	60	0.03333333333333333
grew alarmed	2	3	0.6666666666666666
alarmed when	2	4	0.5
they heard	2	135	0.014814814814814815
heard the	2	2	1.0
could close	2	63	0.031746031746031744
close .	2	46	0.043478260869565216
<s> hostess	2	2220	0.0009009009009009009
hostess snack	2	2	1.0
snack cake	2	3	0.6666666666666666
cake products	2	2	1.0
also distributed	2	104	0.019230769230769232
distributed from	2	2	1.0
south jamaica	2	73	0.0273972602739726
a mostly	2	1783	0.0011217049915872126
mostly minority	2	5	0.4
minority neighborhood	2	3	0.6666666666666666
neighborhood that	2	8	0.25
a revitalization	2	1783	0.0011217049915872126
revitalization after	2	2	1.0
after long	2	92	0.021739130434782608
long being	2	25	0.08
being considered	2	33	0.06060606060606061
considered a	2	5	0.4
a symbol	3	1783	0.0016825574873808188
symbol of	3	3	1.0
urban neglect	2	3	0.6666666666666666
-- pat	1	277	0.0036101083032490976
's message	1	617	0.0016207455429497568
message has	1	3	0.3333333333333333
been hitting	1	91	0.01098901098901099
hitting a	1	1	1.0
nerve here	1	2	0.5
this lunch-bucket	1	135	0.007407407407407408
lunch-bucket city	1	1	1.0
city with	1	52	0.019230769230769232
like kelly	1	38	0.02631578947368421
kelly bright	1	1	1.0
a stocky	1	1783	0.0005608524957936063
stocky ,	1	1	1.0
, bearded	1	3842	0.0002602811035918792
bearded 37-year-old	1	1	1.0
37-year-old who	1	1	1.0
a buick	1	1783	0.0005608524957936063
buick plant	1	3	0.3333333333333333
when american	1	128	0.0078125
american cars	1	47	0.02127659574468085
cars were	1	30	0.03333333333333333
were losing	1	98	0.01020408163265306
losing ground	1	5	0.2
ground to	1	8	0.125
to foreign	2	1551	0.0012894906511927789
foreign models	1	14	0.07142857142857142
models .	1	7	0.14285714285714285
the bakery	4	3676	0.001088139281828074
bakery was	4	7	0.5714285714285714
180,000-square-foot queens	4	6	0.6666666666666666
queens plant	4	6	0.6666666666666666
<s> coates	1	2220	0.00045045045045045046
coates said	1	1	1.0
said she	2	668	0.0029940119760479044
she lost	1	34	0.029411764705882353
lost a	1	15	0.06666666666666667
a child	1	1783	0.0005608524957936063
child to	1	1	1.0
to anencephaly	1	1551	0.0006447453255963894
anencephaly in	1	1	1.0
and sued	1	1342	0.0007451564828614009
sued a	1	1	1.0
in bryan	1	1651	0.0006056935190793458
had contaminated	1	113	0.008849557522123894
contaminated ground	1	1	1.0
ground water	1	8	0.125
and soil	1	1342	0.0007451564828614009
soil with	1	2	0.5
the f-22	1	3676	0.0002720348204570185
f-22 is	1	1	1.0
being developed	1	33	0.030303030303030304
developed ,	1	4	0.25
part ,	1	45	0.022222222222222223
at lockheed	1	604	0.0016556291390728477
martin ,	1	3	0.3333333333333333
major portion	1	26	0.038461538461538464
c-17 is	1	6	0.16666666666666666
produced at	1	23	0.043478260869565216
at northrop	1	604	0.0016556291390728477
northrop grumman	4	4	1.0
grumman 's	4	6	0.6666666666666666
in far	1	1651	0.0006056935190793458
far west	1	21	0.047619047619047616
west dallas	1	19	0.05263157894736842
weeks ago	1	8	0.125
ago that	1	29	0.034482758620689655
congress to	1	16	0.0625
add 80	1	17	0.058823529411764705
80 aircraft	1	10	0.1
aircraft to	1	18	0.05555555555555555
the pentagon	1	3676	0.0002720348204570185
pentagon 's	1	1	1.0
's order	1	617	0.0016207455429497568
order for	1	4	0.25
for c-17s	1	521	0.0019193857965451055
c-17s ,	1	1	1.0
are produced	1	166	0.006024096385542169
produced there	1	23	0.043478260869565216
, boosting	1	3842	0.0002602811035918792
boosting total	1	2	0.5
total scheduled	1	22	0.045454545454545456
scheduled production	1	22	0.045454545454545456
120 .	1	13	0.07692307692307693
bush also	1	9	0.1111111111111111
also went	1	104	0.009615384615384616
announce that	1	12	0.08333333333333333
had approved	1	113	0.008849557522123894
approved a	1	2	0.5
billion deal	1	153	0.006535947712418301
deal to	1	9	0.1111111111111111
sell 72	1	19	0.05263157894736842
72 f-15	1	1	1.0
f-15 fighters	1	3	0.3333333333333333
fighters to	1	1	1.0
to saudi	1	1551	0.0006447453255963894
saudi arabia	1	1	1.0
arabia .	1	1	1.0
the protest	1	3676	0.0002720348204570185
protest against	1	5	0.2
against sumitomo	1	23	0.043478260869565216
sumitomo sitix	1	10	0.1
sitix 's	1	1	1.0
's silicon-wafer	1	617	0.0016207455429497568
silicon-wafer plant	1	1	1.0
north phoenix	1	34	0.029411764705882353
phoenix degenerating	1	4	0.25
degenerating into	1	1	1.0
into name-calling	1	77	0.012987012987012988
name-calling and	1	1	1.0
and japan	1	1342	0.0007451564828614009
japan bashing	1	26	0.038461538461538464
bashing ?	1	1	1.0
but plant	1	124	0.008064516129032258
plant opponents	1	2317	0.00043159257660768235
opponents deny	1	6	0.16666666666666666
deny any	1	1	1.0
any racial	1	40	0.025
racial motivation	1	2	0.5
motivation ,	1	1	1.0
saying they	1	13	0.07692307692307693
be equally	1	249	0.004016064257028112
equally upset	1	1	1.0
upset with	1	1	1.0
with such	1	301	0.0033222591362126247
any nationality	1	40	0.025
nationality moving	1	1	1.0
moving near	1	2	0.5
near their	1	85	0.011764705882352941
their neighborhood	1	88	0.011363636363636364
neighborhood .	1	8	0.125
<s> demichele	1	2220	0.00045045045045045046
demichele recalls	1	1	1.0
recalls a	1	3	0.3333333333333333
a recent	1	1783	0.0005608524957936063
recent protest	1	10	0.1
protest rally	1	5	0.2
rally where	1	7	0.14285714285714285
where opponents	1	89	0.011235955056179775
opponents to	1	6	0.16666666666666666
plant urged	1	2317	0.00043159257660768235
urged others	1	6	0.16666666666666666
others to	1	19	0.05263157894736842
to write	1	1551	0.0006447453255963894
write letters	1	1	1.0
to sumitomo	2	1551	0.0012894906511927789
sumitomo executives	1	10	0.1
executives telling	1	7	0.14285714285714285
telling them	1	6	0.16666666666666666
a staffer	1	1783	0.0005608524957936063
staffer for	1	1	1.0
for aps	1	521	0.0019193857965451055
aps ,	1	1	1.0
helped lure	1	9	0.1111111111111111
lure the	1	7	0.14285714285714285
to phoenix	1	1551	0.0006447453255963894
phoenix and	1	4	0.25
and which	1	1342	0.0007451564828614009
provide electricity	1	12	0.08333333333333333
're doing	1	20	0.05
doing is	1	8	0.125
is using	1	447	0.0022371364653243847
using that	1	7	0.14285714285714285
that as	1	612	0.0016339869281045752
one element	1	107	0.009345794392523364
element in	1	2	0.5
their total	1	88	0.011363636363636364
total opposition	1	22	0.045454545454545456
opposition of	1	1	1.0
to inflame	1	1551	0.0006447453255963894
inflame people	1	1	1.0
also object	1	104	0.009615384615384616
to tax	1	1551	0.0006447453255963894
tax breaks	1	16	0.0625
breaks and	1	3	0.3333333333333333
and economic-development	1	1342	0.0007451564828614009
economic-development incentives	1	1	1.0
incentives being	1	6	0.16666666666666666
being given	1	33	0.030303030303030304
sumitomo ,	1	10	0.1
begun construction	1	7	0.14285714285714285
a 500,000-square-foot	1	1783	0.0005608524957936063
500,000-square-foot plant	1	1	1.0
near tatum	1	85	0.011764705882352941
tatum boulevard	1	1	1.0
boulevard and	1	1	1.0
and union	1	1342	0.0007451564828614009
union hills	1	50	0.02
hills drive	1	5	0.2
drive .	1	4	0.25
also fears	1	104	0.009615384615384616
fears potential	1	8	0.125
potential chemical	1	3	0.3333333333333333
chemical spills	1	28	0.03571428571428571
spills ,	1	2	0.5
, fires	1	3842	0.0002602811035918792
fires and	1	1	1.0
and traffic	1	1342	0.0007451564828614009
traffic accidents	1	1	1.0
accidents from	1	2	0.5
from delivery	1	304	0.003289473684210526
delivery trucks	1	3	0.3333333333333333
trucks delivering	1	16	0.0625
delivering chemicals	1	2	0.5
chemicals to	1	15	0.06666666666666667
the permit	1	3676	0.0002720348204570185
permit covers	1	5	0.2
covers chemicals	1	8	0.125
and emissions	1	1342	0.0007451564828614009
emissions sumitomo	1	11	0.09090909090909091
sumitomo plans	1	10	0.1
most workers	1	57	0.017543859649122806
be local	1	249	0.004016064257028112
local one	1	37	0.02702702702702703
first anti-japanese	1	81	0.012345679012345678
anti-japanese remarks	1	1	1.0
remarks was	1	2	0.5
when one	1	128	0.0078125
one opponent	1	107	0.009345794392523364
opponent appeared	1	1	1.0
appeared bothered	1	3	0.3333333333333333
bothered that	1	1	1.0
that sumitomo	1	612	0.0016339869281045752
sumitomo would	1	10	0.1
would transfer	1	169	0.005917159763313609
transfer workers	1	6	0.16666666666666666
from another	1	304	0.003289473684210526
<s> nobuhiro	1	2220	0.00045045045045045046
nobuhiro aoshima	1	1	1.0
aoshima ,	1	1	1.0
of sumitomo	1	1569	0.0006373486297004461
sumitomo 's	2	10	0.2
's phoenix	1	617	0.0016207455429497568
is trying	1	447	0.0022371364653243847
to every	1	1551	0.0006447453255963894
every protest	1	16	0.0625
protest letter	1	5	0.2
letter addressed	1	6	0.16666666666666666
addressed to	1	2	0.5
to him	1	1551	0.0006447453255963894
him regarding	1	27	0.037037037037037035
another letter	1	44	0.022727272727272728
letter critical	1	6	0.16666666666666666
critical of	1	1	1.0
the approval	1	3676	0.0002720348204570185
approval process	1	6	0.16666666666666666
process for	1	20	0.05
for sumitomo	1	521	0.0019193857965451055
plant closes	1	2317	0.00043159257660768235
closes with	1	1	1.0
the sentence	1	3676	0.0002720348204570185
sentence :	1	1	1.0
this was	1	135	0.007407407407407408
was another	1	265	0.0037735849056603774
another `s	1	44	0.022727272727272728
`s neak	1	1	1.0
neak attack	1	1	1.0
attack '	1	1	1.0
' reminiscent	1	37	0.02702702702702703
reminiscent of	1	1	1.0
of 7	1	1569	0.0006373486297004461
7 december	1	17	0.058823529411764705
december 1941	1	20	0.05
1941 .	1	1	1.0
but sumitomo	1	124	0.008064516129032258
sumitomo supporters	1	10	0.1
supporters point	1	3	0.3333333333333333
that environmental	1	612	0.0016339869281045752
environmental protesters	1	23	0.043478260869565216
protesters have	1	1	1.0
not challenged	1	109	0.009174311926605505
challenged intel	1	1	1.0
the ocotillo	1	3676	0.0002720348204570185
ocotillo housing	1	1	1.0
housing development	1	4	0.25
in chandler	2	1651	0.0012113870381586917
chandler ,	1	2	0.5
or microchip	1	134	0.007462686567164179
microchip technology	1	4	0.25
similar factory	1	13	0.07692307692307693
chandler .	1	2	0.5
at seaports	1	604	0.0016556291390728477
seaports and	1	1	1.0
and at	2	1342	0.0014903129657228018
at airports	1	604	0.0016556291390728477
airports ,	1	1	1.0
, inspectors	1	3842	0.0002602811035918792
inspectors routinely	1	1	1.0
routinely find	1	1	1.0
find fruit	1	17	0.058823529411764705
fruit and	1	4	0.25
material infested	1	20	0.05
infested with	1	1	1.0
the medfly	1	3676	0.0002720348204570185
medfly ,	1	1	1.0
might miss	1	14	0.07142857142857142
miss some	1	1	1.0
some ,	1	63	0.015873015873015872
, hawkins	1	3842	0.0002602811035918792
hawkins said	1	1	1.0
the moscow	6	3676	0.001632208922742111
moscow tire	6	7	0.8571428571428571
tire factory	6	8	0.75
just around	6	35	0.17142857142857143
the corner	6	3676	0.001632208922742111
corner from	6	16	0.375
the moskvich	6	3676	0.001632208922742111
moskvich car	6	6	1.0
plant :	6	2317	0.002589555459646094
: both	6	68	0.08823529411764706
both are	10	39	0.2564102564102564
are within	6	166	0.03614457831325301
two miles	6	70	0.08571428571428572
city center	6	52	0.11538461538461539
investment comes	1	54	0.018518518518518517
comes on	1	5	0.2
an already-announced	1	234	0.004273504273504274
already-announced 800	1	1	1.0
mark investment	1	12	0.08333333333333333
third new	1	19	0.05263157894736842
new motor	1	292	0.003424657534246575
motor plant	2	13	0.15384615384615385
plant next	1	2317	0.00043159257660768235
next door	2	36	0.05555555555555555
door to	2	3	0.6666666666666666
the stuttgart	2	3676	0.000544069640914037
stuttgart production	1	2	0.5
said mercedes	1	668	0.0014970059880239522
mercedes spokesman	1	10	0.1
spokesman detlef	1	24	0.041666666666666664
detlef may	1	1	1.0
may .	1	51	0.0196078431372549
the daimler-benz	1	3676	0.0002720348204570185
daimler-benz ag	1	1	1.0
ag car	1	12	0.08333333333333333
truck and	1	22	0.045454545454545456
and bus	1	1342	0.0007451564828614009
bus unit	1	1	1.0
unit plans	1	46	0.021739130434782608
invest 1	1	28	0.03571428571428571
marks to	1	30	0.03333333333333333
convert part	1	9	0.1111111111111111
existing production	1	13	0.07692307692307693
site into	1	42	0.023809523809523808
for general	1	521	0.0019193857965451055
motors .	1	20	0.05
built new	1	45	0.022222222222222223
new next	1	292	0.003424657534246575
stuttgart facilities	1	2	0.5
make larger	1	87	0.011494252873563218
larger v-6	1	9	0.1111111111111111
v-6 and	1	1	1.0
and v-8	1	1342	0.0007451564828614009
v-8 engines	1	1	1.0
engines .	1	10	0.1
`` our	1	306	0.0032679738562091504
our analysis	1	22	0.045454545454545456
analysis shows	1	1	1.0
that -lrb-	1	612	0.0016339869281045752
the -rrb-	1	3676	0.0002720348204570185
-rrb- cement	1	227	0.004405286343612335
cement shortage	1	21	0.047619047619047616
shortage will	1	6	0.16666666666666666
will worsen	1	389	0.002570694087403599
worsen this	1	1	1.0
leading support	1	17	0.058823529411764705
support to	1	11	0.09090909090909091
to strong	1	1551	0.0006447453255963894
strong price	1	8	0.125
price expectations	1	17	0.058823529411764705
expectations during	1	5	0.2
report by	1	16	0.0625
by peregrine	1	290	0.0034482758620689655
peregrine securities	1	1	1.0
securities philippines	1	6	0.16666666666666666
inc. analysts	1	97	0.010309278350515464
said fortune	1	668	0.0014970059880239522
fortune will	1	3	0.3333333333333333
a beneficiary	1	1783	0.0005608524957936063
beneficiary because	1	1	1.0
's location	1	617	0.0016207455429497568
location .	1	7	0.14285714285714285
<s> fortune	1	2220	0.00045045045045045046
fortune ,	1	3	0.3333333333333333
, established	1	3842	0.0002602811035918792
in 1967	1	1651	0.0006056935190793458
1967 ,	1	1	1.0
makes cement	1	28	0.03571428571428571
cement at	1	21	0.047619047619047616
in taysan	1	1651	0.0006056935190793458
taysan ,	1	1	1.0
, batangas	1	3842	0.0002602811035918792
batangas ,	1	1	1.0
, 125	1	3842	0.0002602811035918792
125 kilometers	1	1	1.0
kilometers south	1	2	0.5
's strategic	1	617	0.0016207455429497568
strategic location	1	2	0.5
location ,	1	7	0.14285714285714285
, fortune	1	3842	0.0002602811035918792
fortune is	1	3	0.3333333333333333
is set	1	447	0.0022371364653243847
strong projected	1	8	0.125
projected growth	1	4	0.25
growth in	1	25	0.04
in cement	1	1651	0.0006056935190793458
cement consumption	1	21	0.047619047619047616
consumption in	1	1	1.0
in luzon	1	1651	0.0006056935190793458
luzon ,	1	1	1.0
study by	1	15	0.06666666666666667
by angping	1	290	0.0034482758620689655
angping &	1	1	1.0
& associates	1	48	0.020833333333333332
associates securities	1	2	0.5
securities inc	1	6	0.16666666666666666
the carmaker	1	3676	0.0002720348204570185
carmaker earlier	1	1	1.0
earlier announced	1	21	0.047619047619047616
invest 800	1	28	0.03571428571428571
in another	1	1651	0.0006056935190793458
another motor	1	44	0.022727272727272728
next night	2	36	0.05555555555555555
night ,	2	10	0.2
, frenchy	2	3842	0.0005205622071837585
frenchy angrily	2	2	1.0
angrily told	2	2	1.0
told them	2	27	0.07407407407407407
come upstairs	2	16	0.125
upstairs to	2	2	1.0
manager .	2	34	0.058823529411764705
its turbocharger	2	369	0.005420054200542005
turbocharger ,	2	2	1.0
which packs	2	181	0.011049723756906077
packs more	2	2	1.0
more air	2	156	0.01282051282051282
air into	2	20	0.1
the combustion	2	3676	0.000544069640914037
combustion chambers	2	2	1.0
those of	2	21	0.09523809523809523
standard turbo	2	10	0.2
turbo .	2	2	1.0
<s> many	2	2220	0.0009009009009009009
many environmental	2	46	0.043478260869565216
environmental groups	2	23	0.08695652173913043
groups take	2	7	0.2857142857142857
a dim	2	1783	0.0011217049915872126
dim view	2	3	0.6666666666666666
view of	2	6	0.3333333333333333
any increased	2	40	0.05
increased logging	2	7	0.2857142857142857
logging ,	2	2	1.0
it threatens	2	509	0.003929273084479371
threatens animals	2	2	1.0
animals and	2	2	1.0
we did	1	71	0.014084507042253521
n't build	1	84	0.011904761904761904
states to	2	21	0.09523809523809523
states ,	1	21	0.047619047619047616
said spokesman	1	668	0.0014970059880239522
spokesman bobby	1	24	0.041666666666666664
bobby hitt	2	2	1.0
hitt .	1	3	0.3333333333333333
we built	1	71	0.014084507042253521
company spent	1	257	0.0038910505836575876
spent 18.9	1	20	0.05
18.9 million	1	1	1.0
million reais	2	288	0.006944444444444444
reais on	2	2	1.0
new equipment	1	292	0.003424657534246575
plant modernization	1	2317	0.00043159257660768235
modernization ,	1	3	0.3333333333333333
and 4.4	1	1342	0.0007451564828614009
4.4 million	1	6	0.16666666666666666
on research	1	337	0.002967359050445104
development .	1	23	0.043478260869565216
<s> freios	1	2220	0.00045045045045045046
freios varga	1	1	1.0
varga opened	1	1	1.0
virginia in	1	12	0.08333333333333333
1995 and	1	33	0.030303030303030304
and entered	1	1342	0.0007451564828614009
entered into	1	2	0.5
's turner	1	617	0.0016207455429497568
turner &	1	1	1.0
& newall	1	48	0.020833333333333332
newall group	1	3	0.3333333333333333
of micron	4	1569	0.0025493945188017845
fell tuesday	4	33	0.12121212121212122
tuesday after	4	15	0.26666666666666666
constructed memory	4	5	0.8
utah because	4	35	0.11428571428571428
a slowdown	5	1783	0.0028042624789680315
slowdown in	5	7	0.7142857142857143
its computer	4	369	0.01084010840108401
minneapolis and	4	6	0.6666666666666666
300 workers	4	14	0.2857142857142857
annual ,	1	17	0.058823529411764705
, mid-february	1	3842	0.0002602811035918792
mid-february trip	1	1	1.0
trip for	1	7	0.14285714285714285
many seeking	1	46	0.021739130434782608
seeking spiritual	1	8	0.125
spiritual renewal	1	1	1.0
renewal in	1	1	1.0
south texas	1	73	0.0136986301369863
texas brush	1	58	0.017241379310344827
brush country	1	1	1.0
only place	1	47	0.02127659574468085
place in	1	19	0.05263157894736842
states where	1	21	0.047619047619047616
the sacred	1	3676	0.0002720348204570185
sacred plant	1	1	1.0
plant grows	1	2317	0.00043159257660768235
grows .	1	4	0.25
<s> believers	1	2220	0.00045045045045045046
believers see	1	1	1.0
see it	2	15	0.13333333333333333
it as	2	509	0.003929273084479371
a magical	1	1783	0.0005608524957936063
magical plant	1	1	1.0
can evoke	1	62	0.016129032258064516
evoke visions	1	1	1.0
visions of	1	1	1.0
of truth	1	1569	0.0006373486297004461
truth .	1	1	1.0
would hold	1	169	0.005917159763313609
off completing	1	42	0.023809523809523808
until demand	2	39	0.05128205128205128
demand picked	1	25	0.04
up .	1	98	0.01020408163265306
the hole	1	3676	0.0002720348204570185
hole is	1	2	0.5
is filled	1	447	0.0022371364653243847
filled ,	1	1	1.0
, dawn	1	3842	0.0002602811035918792
dawn agreed	1	2	0.5
use all	1	34	0.029411764705882353
all proceeds	1	68	0.014705882352941176
proceeds to	1	3	0.3333333333333333
to cap	1	1551	0.0006447453255963894
cap the	1	1	1.0
trees and	1	6	0.16666666666666666
and launch	1	1342	0.0007451564828614009
launch a	1	2	0.5
a cleanup	1	1783	0.0005608524957936063
cleanup of	1	1	1.0
of midnite	1	1569	0.0006373486297004461
midnite mine	1	1	1.0
mine ,	1	10	0.1
a uranium	1	1783	0.0005608524957936063
uranium mine	1	3	0.3333333333333333
mine 15	1	10	0.1
15 miles	1	24	0.041666666666666664
away that	1	4	0.25
abandoned .	1	5	0.2
but by	1	124	0.008064516129032258
early 1970	1	13	0.07692307692307693
1970 ,	1	1	1.0
mill were	1	12	0.08333333333333333
were reopened	1	98	0.01020408163265306
reopened to	1	2	0.5
to create	1	1551	0.0006447453255963894
create uranium	1	11	0.09090909090909091
uranium for	1	3	0.3333333333333333
the burgeoning	1	3676	0.0002720348204570185
burgeoning nuclear	1	1	1.0
plant industry	1	2317	0.00043159257660768235
<s> dawn	1	2220	0.00045045045045045046
dawn shut	1	2	0.5
and mine	1	1342	0.0007451564828614009
mine later	1	10	0.1
later that	1	19	0.05263157894736842
massive hole	1	5	0.2
hole just	1	2	0.5
just 10	1	35	0.02857142857142857
percent full	1	136	0.007352941176470588
full .	1	10	0.1
plant remained	1	2317	0.00043159257660768235
remained lit	1	3	0.3333333333333333
lit ,	1	1	1.0
, first	1	3842	0.0002602811035918792
in hopes	1	1651	0.0006056935190793458
hopes of	1	4	0.25
of reopening	1	1569	0.0006373486297004461
reopening and	1	1	1.0
and eventually	1	1342	0.0007451564828614009
eventually to	1	5	0.2
to plan	1	1551	0.0006447453255963894
plan the	1	26	0.038461538461538464
the reclamation	1	3676	0.0002720348204570185
reclamation of	1	1	1.0
property .	1	7	0.14285714285714285
, nelson	1	3842	0.0002602811035918792
nelson said	1	1	1.0
to properly	1	1551	0.0006447453255963894
properly seal	1	2	0.5
seal the	1	2	0.5
site and	1	42	0.023809523809523808
plant faces	1	2317	0.00043159257660768235
faces being	1	2	0.5
being shut	1	33	0.030303030303030304
down permanently	1	52	0.019230769230769232
permanently .	1	1	1.0
make no	2	87	0.022988505747126436
no distinction	2	51	0.0392156862745098
distinction between	2	2	1.0
tax deductibility	2	16	0.125
deductibility of	2	2	1.0
of interest	2	1569	0.0012746972594008922
interest on	2	12	0.16666666666666666
a loan	2	1783	0.0011217049915872126
loan that	2	7	0.2857142857142857
that helps	2	612	0.0032679738562091504
helps a	2	4	0.5
company expand	2	257	0.007782101167315175
or move	2	134	0.014925373134328358
move it	2	19	0.10526315789473684
to mexico	2	1551	0.0012894906511927789
that finances	2	612	0.0032679738562091504
finances a	2	2	1.0
merger that	2	5	0.4
that results	2	612	0.0032679738562091504
results in	2	5	0.4
in massive	2	1651	0.0012113870381586917
massive layoffs	2	5	0.4
layoffs or	2	7	0.2857142857142857
or introduces	2	134	0.014925373134328358
introduces a	2	2	1.0
product line	2	7	0.2857142857142857
<s> remove	1	2220	0.00045045045045045046
remove most	1	2	0.5
new shoots	1	292	0.003424657534246575
which appear	1	181	0.0055248618784530384
base ,	1	5	0.2
so they	1	57	0.017543859649122806
they do	1	135	0.007407407407407408
n't sap	1	84	0.011904761904761904
sap the	1	1	1.0
the strength	1	3676	0.0002720348204570185
strength of	1	1	1.0
this could	1	135	0.007407407407407408
be what	1	249	0.004016064257028112
what is	1	53	0.018867924528301886
is happening	1	447	0.0022371364653243847
happening to	1	1	1.0
to your	1	1551	0.0006447453255963894
your daughter	1	9	0.1111111111111111
daughter 's	1	2	0.5
<s> keep	1	2220	0.00045045045045045046
in bright	2	1651	0.0012113870381586917
bright light	1	10	0.1
light .	1	4	0.25
the weather	1	3676	0.0002720348204570185
weather warms	1	4	0.25
warms ,	1	2	0.5
, place	1	3842	0.0002602811035918792
plant outdoors	1	2317	0.00043159257660768235
outdoors in	1	3	0.3333333333333333
bright shade	1	10	0.1
shade or	1	3	0.3333333333333333
or where	1	134	0.007462686567164179
will receive	1	389	0.002570694087403599
receive some	1	2	0.5
some shade	1	63	0.015873015873015872
shade during	1	3	0.3333333333333333
hottest part	1	2	0.5
day to	1	35	0.02857142857142857
prevent leaf	1	4	0.25
leaf scorch	1	8	0.125
scorch .	1	1	1.0
are powered	4	166	0.024096385542168676
long 4.5-liter	4	25	0.16
4.5-liter six-cylinder	4	5	0.8
most truckish	4	57	0.07017543859649122
truckish power	4	4	1.0
the toyota/lexus	4	3676	0.001088139281828074
toyota/lexus lineup	4	4	1.0
lineup .	4	4	1.0
improve and	2	19	0.10526315789473684
and fell	2	1342	0.0014903129657228018
fell 6	2	33	0.06060606060606061
6 1/8	2	15	0.13333333333333333
1/8 ,	2	3	0.6666666666666666
or 16.3	2	134	0.014925373134328358
16.3 percent	2	2	1.0
to 31	2	1551	0.0012894906511927789
31 1/2	2	8	0.25
1/2 for	2	6	0.3333333333333333
`` but	2	306	0.006535947712418301
but if	2	124	0.016129032258064516
you use	2	41	0.04878048780487805
use whips	2	34	0.058823529411764705
whips ,	2	2	1.0
plant them	2	2317	0.0008631851532153647
a triangular	2	1783	0.0011217049915872126
triangular fashion	2	2	1.0
fashion --	2	2	1.0
-- zigzagging	2	277	0.007220216606498195
zigzagging them	2	2	1.0
them along	2	48	0.041666666666666664
the trench	2	3676	0.000544069640914037
trench --	2	2	1.0
about 12	2	158	0.012658227848101266
12 inches	2	17	0.11764705882352941
inches apart	2	7	0.2857142857142857
apart .	2	3	0.6666666666666666
technology said	1	48	0.020833333333333332
new computer-chip	1	292	0.003424657534246575
computer-chip plant	1	2	0.5
demand increases	1	25	0.04
increases .	1	2	0.5
the following	1	3676	0.0002720348204570185
following day	1	10	0.1
its 80-percent	1	369	0.0027100271002710027
80-percent owned	1	1	1.0
owned micron	1	20	0.05
inc. announced	1	97	0.010309278350515464
a minneapolis	1	1783	0.0005608524957936063
minneapolis personal	1	6	0.16666666666666666
faded after	1	2	0.5
after micron	1	92	0.010869565217391304
was halting	1	265	0.0037735849056603774
halting construction	1	2	0.5
of weakening	1	1569	0.0006373486297004461
chips .	1	13	0.07692307692307693
<s> dr.	1	2220	0.00045045045045045046
dr. charles	1	13	0.07692307692307693
